C,Nodal Load Weights Report
C,Filename: nodal_load_weights_202407_4003.csv
C,Report generated 2024-08-20 10:43:55 EST
H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
"D","2024-07-07","21","4458","LD.BLISVILL46","20.000","59.14","0.0","-1.04","58.1"
"D","2024-07-07","21","4459","LD.N_RUTLND46","27.000","59.14","0.0","-0.47","58.67"
"D","2024-07-07","21","4460","LD.ASCUTNEY46","24.000","59.14","0.0","0.69","59.83"
"D","2024-07-07","21","4461","LD.FLORNCE 46","19.000","59.14","0.0","-0.56","58.58"
"D","2024-07-07","21","4462","LD.WINDSOR 46","21.000","59.14","0.0","0.69","59.83"
"D","2024-07-07","21","4463","LD.HARTFDVT46","27.000","59.14","0.0","1.44","60.58"
"D","2024-07-07","21","4464","LD.CHELSEVT46","17.000","59.14","0.0","0.62","59.76"
"D","2024-07-07","21","4466","LD.MIDDLESX34.5","14.000","59.14","0.0","0.1","59.24"
"D","2024-07-07","21","4467","LD.VERNONRD69","13.000","59.14","0.0","-0.97","58.17"
"D","2024-07-07","21","4468","LD.BENINGTN46","45.000","59.14","0.0","-2.69","56.45"
"D","2024-07-07","21","4469","LD.BENINGTN69","1.000","59.14","0.0","-2.68","56.46"
"D","2024-07-07","21","4470","LD.COLD_RV 46","23.000","59.14","0.0","-0.38","58.76"
"D","2024-07-07","21","10494","LD.TAFTS_CR34.5","12.000","59.14","0.0","-0.4","58.74"
"D","2024-07-07","21","14167","LD.VERGENNE34.5","7.000","59.14","0.0","-0.36","58.78"
"D","2024-07-07","21","15410","LD.SHELBURN12.5","11.000","59.14","0.0","-0.18","58.96"
"D","2024-07-07","21","15411","LD.CHARLOTT12.5","6.000","59.14","0.0","-0.23","58.91"
"D","2024-07-07","21","15412","LD.N_FERRIS12.5","4.000","59.14","0.0","-0.28","58.86"
"D","2024-07-07","21","16847","LD.STOWE   34.5","15.000","59.14","0.0","0.04","59.18"
"D","2024-07-07","21","17147","LD.EAST_AVE34.5","21.000","59.14","0.0","-0.44","58.7"
"D","2024-07-07","21","36881","LD.NEWFANE 46","12.000","59.14","0.0","-0.87","58.27"
"D","2024-07-07","21","36893","LD.LIMEKILN34.5","22.000","59.14","0.0","-0.44","58.7"
"D","2024-07-07","21","36981","LD.LYNDONVL34.5","10.000","59.14","0.0","-0.76","58.38"
"D","2024-07-07","21","37894","LD.TAFTS_CR12.5","10.000","59.14","0.0","-0.4","58.74"
"D","2024-07-07","21","37895","LD.VERNONRD46","8.000","59.14","0.0","-0.97","58.17"
"D","2024-07-07","21","40321","LD.JAY_VT  46","13.000","59.14","0.0","-1.83","57.31"
"D","2024-07-07","21","46680","LD.GEORGIA 34.5","9.000","59.14","0.0","-2.05","57.09"
"D","2024-07-07","22","2437","LD.BARRE_VT34.5","39.000","50.26","0.0","0.99","51.25"
"D","2024-07-07","22","4444","LD.SO_HERO 13.2","6.000","50.26","0.0","-1.59","48.67"
"D","2024-07-07","22","4445","LD.BERLINVT34.5","29.000","50.26","0.0","1.0","51.26"
"D","2024-07-07","22","4446","LD.STJHNSBY34.5","15.000","50.26","0.0","0.43","50.69"
"D","2024-07-07","22","4447","LD.IRASBURG46","8.000","50.26","0.0","-0.22","50.04"
"D","2024-07-07","22","4448","LD.HIGHGATE46","23.000","50.26","0.0","-2.53","47.73"
"D","2024-07-07","22","4449","LD.STALBANS34.5","35.000","50.26","0.0","-1.57","48.69"
"D","2024-07-07","22","4450","LD.E_FAIRFX34.5","33.000","50.26","0.0","-1.04","49.22"
"D","2024-07-07","22","4451","LD.ESSEX   34.5","45.000","50.26","0.0","0.14","50.4"
"D","2024-07-07","22","4453","LD.EAST_AVE13.8","18.000","50.26","0.0","0.22","50.48"
"D","2024-07-07","22","4454","LD.QUEENCTY34.5","16.000","50.26","0.0","0.33","50.59"
"D","2024-07-07","22","4455","LD.QUEENCTY13.8","17.000","50.26","0.0","0.33","50.59"
"D","2024-07-07","22","4456","LD.NEW_HAVN46","14.000","50.26","0.0","-0.09","50.17"
"D","2024-07-07","22","4457","LD.MIDLEBRY46","26.000","50.26","0.0","0.01","50.27"
"D","2024-07-07","22","4458","LD.BLISVILL46","19.000","50.26","0.0","-0.5","49.76"
"D","2024-07-07","22","4459","LD.N_RUTLND46","26.000","50.26","0.0","-0.09","50.17"
"D","2024-07-07","22","4460","LD.ASCUTNEY46","24.000","50.26","0.0","0.93","51.19"
"D","2024-07-07","22","4461","LD.FLORNCE 46","18.000","50.26","0.0","-0.17","50.09"
"D","2024-07-07","22","4462","LD.WINDSOR 46","21.000","50.26","0.0","0.93","51.19"
"D","2024-07-07","22","4463","LD.HARTFDVT46","26.000","50.26","0.0","1.81","52.07"
"D","2024-07-07","22","4464","LD.CHELSEVT46","17.000","50.26","0.0","1.33","51.59"
"D","2024-07-07","22","4466","LD.MIDDLESX34.5","14.000","50.26","0.0","0.96","51.22"
"D","2024-07-07","22","4467","LD.VERNONRD69","13.000","50.26","0.0","-0.62","49.64"
"D","2024-07-07","22","4468","LD.BENINGTN46","41.000","50.26","0.0","-1.68","48.58"
"D","2024-07-07","22","4470","LD.COLD_RV 46","23.000","50.26","0.0","-0.02","50.24"
"D","2024-07-07","22","10494","LD.TAFTS_CR34.5","12.000","50.26","0.0","0.21","50.47"
"D","2024-07-07","22","14167","LD.VERGENNE34.5","8.000","50.26","0.0","0.07","50.33"
"D","2024-07-07","22","15410","LD.SHELBURN12.5","10.000","50.26","0.0","0.31","50.57"
"D","2024-07-07","22","15411","LD.CHARLOTT12.5","6.000","50.26","0.0","0.24","50.5"
"D","2024-07-07","22","15412","LD.N_FERRIS12.5","4.000","50.26","0.0","0.17","50.43"
"D","2024-07-07","22","16847","LD.STOWE   34.5","14.000","50.26","0.0","0.84","51.1"
"D","2024-07-07","22","17147","LD.EAST_AVE34.5","21.000","50.26","0.0","0.22","50.48"
"D","2024-07-07","22","36881","LD.NEWFANE 46","13.000","50.26","0.0","-0.52","49.74"
"D","2024-07-07","22","36893","LD.LIMEKILN34.5","21.000","50.26","0.0","0.21","50.47"
"D","2024-07-07","22","36981","LD.LYNDONVL34.5","9.000","50.26","0.0","0.37","50.63"
"D","2024-07-07","22","37894","LD.TAFTS_CR12.5","9.000","50.26","0.0","0.21","50.47"
"D","2024-07-07","22","37895","LD.VERNONRD46","8.000","50.26","0.0","-0.62","49.64"
"D","2024-07-07","22","40321","LD.JAY_VT  46","13.000","50.26","0.0","-0.56","49.7"
"D","2024-07-07","22","46680","LD.GEORGIA 34.5","9.000","50.26","0.0","-1.04","49.22"
"D","2024-07-07","23","2437","LD.BARRE_VT34.5","44.000","30.68","0.0","0.86","31.54"
"D","2024-07-07","23","4444","LD.SO_HERO 13.2","6.000","30.68","0.0","-0.74","29.94"
"D","2024-07-07","23","4445","LD.BERLINVT34.5","16.000","30.68","0.0","0.86","31.54"
"D","2024-07-07","23","4446","LD.STJHNSBY34.5","15.000","30.68","0.0","0.55","31.23"
"D","2024-07-07","23","4447","LD.IRASBURG46","7.000","30.68","0.0","0.11","30.79"
"D","2024-07-07","23","4448","LD.HIGHGATE46","25.000","30.68","0.0","-1.35","29.33"
"D","2024-07-07","23","4449","LD.STALBANS34.5","34.000","30.68","0.0","-0.77","29.91"
"D","2024-07-07","23","4450","LD.E_FAIRFX34.5","32.000","30.68","0.0","-0.45","30.23"
"D","2024-07-07","23","4451","LD.ESSEX   34.5","40.000","30.68","0.0","0.26","30.94"
"D","2024-07-07","23","4453","LD.EAST_AVE13.8","18.000","30.68","0.0","0.3","30.98"
"D","2024-07-07","23","4454","LD.QUEENCTY34.5","17.000","30.68","0.0","0.36","31.04"
"D","2024-07-07","23","4455","LD.QUEENCTY13.8","16.000","30.68","0.0","0.36","31.04"
"D","2024-07-07","23","4456","LD.NEW_HAVN46","12.000","30.68","0.0","0.09","30.77"
"D","2024-07-07","23","4457","LD.MIDLEBRY46","25.000","30.68","0.0","0.15","30.83"
"D","2024-07-07","23","4458","LD.BLISVILL46","18.000","30.68","0.0","-0.15","30.53"
"D","2024-07-07","23","4459","LD.N_RUTLND46","26.000","30.68","0.0","0.09","30.77"
"D","2024-07-07","23","4460","LD.ASCUTNEY46","18.000","30.68","0.0","0.67","31.35"
"D","2024-07-07","23","4461","LD.FLORNCE 46","18.000","30.68","0.0","0.05","30.73"
"D","2024-07-07","23","4462","LD.WINDSOR 46","23.000","30.68","0.0","0.67","31.35"
"D","2024-07-07","23","4463","LD.HARTFDVT46","24.000","30.68","0.0","1.22","31.9"
"D","2024-07-07","23","4464","LD.CHELSEVT46","14.000","30.68","0.0","1.01","31.69"
"D","2024-07-07","23","4466","LD.MIDDLESX34.5","17.000","30.68","0.0","0.83","31.51"
"D","2024-07-07","23","4467","LD.VERNONRD69","12.000","30.68","0.0","-0.22","30.46"
"D","2024-07-07","23","4468","LD.BENINGTN46","38.000","30.68","0.0","-0.82","29.86"
"D","2024-07-07","23","4470","LD.COLD_RV 46","23.000","30.68","0.0","0.13","30.81"
"D","2024-07-07","23","10494","LD.TAFTS_CR34.5","12.000","30.68","0.0","0.29","30.97"
"D","2024-07-07","23","14167","LD.VERGENNE34.5","8.000","30.68","0.0","0.19","30.87"
"D","2024-07-07","23","15410","LD.SHELBURN12.5","10.000","30.68","0.0","0.34","31.02"
"D","2024-07-07","23","15411","LD.CHARLOTT12.5","6.000","30.68","0.0","0.29","30.97"
"D","2024-07-07","23","15412","LD.N_FERRIS12.5","4.000","30.68","0.0","0.25","30.93"
"D","2024-07-07","23","16847","LD.STOWE   34.5","14.000","30.68","0.0","0.74","31.42"
"D","2024-07-07","23","17147","LD.EAST_AVE34.5","20.000","30.68","0.0","0.3","30.98"
"D","2024-07-07","23","36881","LD.NEWFANE 46","13.000","30.68","0.0","-0.16","30.52"
"D","2024-07-07","23","36893","LD.LIMEKILN34.5","21.000","30.68","0.0","0.3","30.98"
"D","2024-07-07","23","36981","LD.LYNDONVL34.5","8.000","30.68","0.0","0.5","31.18"
"D","2024-07-07","23","37894","LD.TAFTS_CR12.5","8.000","30.68","0.0","0.29","30.97"
"D","2024-07-07","23","37895","LD.VERNONRD46","8.000","30.68","0.0","-0.22","30.46"
"D","2024-07-07","23","40321","LD.JAY_VT  46","13.000","30.68","0.0","-0.1","30.58"
"D","2024-07-07","23","46680","LD.GEORGIA 34.5","9.000","30.68","0.0","-0.45","30.23"
"D","2024-07-07","24","2437","LD.BARRE_VT34.5","37.000","30.89","0.0","0.78","31.67"
"D","2024-07-07","24","4444","LD.SO_HERO 13.2","4.000","30.89","0.0","-0.45","30.44"
"D","2024-07-07","24","4445","LD.BERLINVT34.5","14.000","30.89","0.0","0.8","31.69"
"D","2024-07-07","24","4446","LD.STJHNSBY34.5","13.000","30.89","0.0","0.45","31.34"
"D","2024-07-07","24","4447","LD.IRASBURG46","6.000","30.89","0.0","0.04","30.93"
"D","2024-07-07","24","4448","LD.HIGHGATE46","23.000","30.89","0.0","-1.3","29.59"
"D","2024-07-07","24","4449","LD.STALBANS34.5","31.000","30.89","0.0","-0.69","30.2"
"D","2024-07-07","24","4450","LD.E_FAIRFX34.5","28.000","30.89","0.0","-0.34","30.55"
"D","2024-07-07","24","4451","LD.ESSEX   34.5","37.000","30.89","0.0","0.37","31.26"
"D","2024-07-07","24","4453","LD.EAST_AVE13.8","17.000","30.89","0.0","0.41","31.3"
"D","2024-07-07","24","4454","LD.QUEENCTY34.5","15.000","30.89","0.0","0.47","31.36"
"D","2024-07-07","24","4455","LD.QUEENCTY13.8","15.000","30.89","0.0","0.47","31.36"
"D","2024-07-07","24","4456","LD.NEW_HAVN46","11.000","30.89","0.0","0.25","31.14"
"D","2024-07-07","24","4457","LD.MIDLEBRY46","22.000","30.89","0.0","0.3","31.19"
"D","2024-07-07","24","4458","LD.BLISVILL46","15.000","30.89","0.0","0.09","30.98"
"D","2024-07-07","24","4459","LD.N_RUTLND46","24.000","30.89","0.0","0.25","31.14"
"D","2024-07-07","24","4460","LD.ASCUTNEY46","16.000","30.89","0.0","0.73","31.62"
"D","2024-07-07","24","4461","LD.FLORNCE 46","16.000","30.89","0.0","0.21","31.1"
"D","2024-07-07","24","4462","LD.WINDSOR 46","20.000","30.89","0.0","0.73","31.62"
"D","2024-07-07","24","4463","LD.HARTFDVT46","22.000","30.89","0.0","1.18","32.07"
"D","2024-07-07","24","4464","LD.CHELSEVT46","14.000","30.89","0.0","0.94","31.83"
"D","2024-07-07","24","4466","LD.MIDDLESX34.5","15.000","30.89","0.0","0.79","31.68"
"D","2024-07-07","24","4467","LD.VERNONRD69","11.000","30.89","0.0","-0.04","30.85"
"D","2024-07-07","24","4468","LD.BENINGTN46","34.000","30.89","0.0","-0.47","30.42"
"D","2024-07-07","24","4470","LD.COLD_RV 46","20.000","30.89","0.0","0.29","31.18"
"D","2024-07-07","24","10494","LD.TAFTS_CR34.5","11.000","30.89","0.0","0.4","31.29"
"D","2024-07-07","24","14167","LD.VERGENNE34.5","6.000","30.89","0.0","0.33","31.22"
"D","2024-07-07","24","15410","LD.SHELBURN12.5","9.000","30.89","0.0","0.46","31.35"
"D","2024-07-07","24","15411","LD.CHARLOTT12.5","5.000","30.89","0.0","0.42","31.31"
"D","2024-07-07","24","15412","LD.N_FERRIS12.5","3.000","30.89","0.0","0.39","31.28"
"D","2024-07-07","24","16847","LD.STOWE   34.5","12.000","30.89","0.0","0.73","31.62"
"D","2024-07-07","24","17147","LD.EAST_AVE34.5","19.000","30.89","0.0","0.41","31.3"
"D","2024-07-07","24","36881","LD.NEWFANE 46","12.000","30.89","0.0","0.0","30.89"
"D","2024-07-07","24","36893","LD.LIMEKILN34.5","19.000","30.89","0.0","0.41","31.3"
"D","2024-07-07","24","36981","LD.LYNDONVL34.5","7.000","30.89","0.0","0.4","31.29"
"D","2024-07-07","24","37894","LD.TAFTS_CR12.5","7.000","30.89","0.0","0.4","31.29"
"D","2024-07-07","24","37895","LD.VERNONRD46","8.000","30.89","0.0","-0.04","30.85"
"D","2024-07-07","24","40321","LD.JAY_VT  46","11.000","30.89","0.0","-0.15","30.74"
"D","2024-07-07","24","46680","LD.GEORGIA 34.5","6.000","30.89","0.0","-0.34","30.55"
"D","2024-07-08","01","2437","LD.BARRE_VT34.5","36.000","33.9","0.0","0.59","34.49"
"D","2024-07-08","01","4444","LD.SO_HERO 13.2","4.000","33.9","0.0","-0.57","33.33"
"D","2024-07-08","01","4445","LD.BERLINVT34.5","12.000","33.9","0.0","0.62","34.52"
"D","2024-07-08","01","4446","LD.STJHNSBY34.5","11.000","33.9","0.0","0.19","34.09"
"D","2024-07-08","01","4447","LD.IRASBURG46","6.000","33.9","0.0","-0.23","33.67"
"D","2024-07-08","01","4448","LD.HIGHGATE46","21.000","33.9","0.0","-1.65","32.25"
"D","2024-07-08","01","4449","LD.STALBANS34.5","29.000","33.9","0.0","-0.96","32.94"
"D","2024-07-08","01","4450","LD.E_FAIRFX34.5","25.000","33.9","0.0","-0.55","33.35"
"D","2024-07-08","01","4451","LD.ESSEX   34.5","35.000","33.9","0.0","0.27","34.17"
"D","2024-07-08","01","4453","LD.EAST_AVE13.8","16.000","33.9","0.0","0.31","34.21"
"D","2024-07-08","01","4454","LD.QUEENCTY34.5","12.000","33.9","0.0","0.44","34.34"
"D","2024-07-08","01","4455","LD.QUEENCTY13.8","14.000","33.9","0.0","0.44","34.34"
"D","2024-07-08","01","4456","LD.NEW_HAVN46","10.000","33.9","0.0","0.3","34.2"
"D","2024-07-08","01","4457","LD.MIDLEBRY46","20.000","33.9","0.0","0.36","34.26"
"D","2024-07-08","01","4458","LD.BLISVILL46","14.000","33.9","0.0","0.07","33.97"
"D","2024-07-08","01","4459","LD.N_RUTLND46","20.000","33.9","0.0","0.33","34.23"
"D","2024-07-08","01","4460","LD.ASCUTNEY46","14.000","33.9","0.0","0.77","34.67"
"D","2024-07-08","01","4461","LD.FLORNCE 46","14.000","33.9","0.0","0.29","34.19"
"D","2024-07-08","01","4462","LD.WINDSOR 46","17.000","33.9","0.0","0.77","34.67"
"D","2024-07-08","01","4463","LD.HARTFDVT46","20.000","33.9","0.0","1.12","35.02"
"D","2024-07-08","01","4464","LD.CHELSEVT46","13.000","33.9","0.0","0.8","34.7"
"D","2024-07-08","01","4466","LD.MIDDLESX34.5","13.000","33.9","0.0","0.62","34.52"
"D","2024-07-08","01","4467","LD.VERNONRD69","11.000","33.9","0.0","0.09","33.99"
"D","2024-07-08","01","4468","LD.BENINGTN46","32.000","33.9","0.0","-0.47","33.43"
"D","2024-07-08","01","4470","LD.COLD_RV 46","18.000","33.9","0.0","0.37","34.27"
"D","2024-07-08","01","10494","LD.TAFTS_CR34.5","10.000","33.9","0.0","0.33","34.23"
"D","2024-07-08","01","14167","LD.VERGENNE34.5","6.000","33.9","0.0","0.36","34.26"
"D","2024-07-08","01","15410","LD.SHELBURN12.5","8.000","33.9","0.0","0.44","34.34"
"D","2024-07-08","01","15411","LD.CHARLOTT12.5","4.000","33.9","0.0","0.42","34.32"
"D","2024-07-08","01","15412","LD.N_FERRIS12.5","3.000","33.9","0.0","0.4","34.3"
"D","2024-07-08","01","16847","LD.STOWE   34.5","10.000","33.9","0.0","0.57","34.47"
"D","2024-07-08","01","17147","LD.EAST_AVE34.5","17.000","33.9","0.0","0.31","34.21"
"D","2024-07-08","01","36881","LD.NEWFANE 46","9.000","33.9","0.0","0.13","34.03"
"D","2024-07-08","01","36893","LD.LIMEKILN34.5","18.000","33.9","0.0","0.31","34.21"
"D","2024-07-08","01","36981","LD.LYNDONVL34.5","7.000","33.9","0.0","0.14","34.04"
"D","2024-07-08","01","37894","LD.TAFTS_CR12.5","7.000","33.9","0.0","0.33","34.23"
"D","2024-07-08","01","37895","LD.VERNONRD46","7.000","33.9","0.0","0.09","33.99"
"D","2024-07-08","01","40321","LD.JAY_VT  46","10.000","33.9","0.0","-0.43","33.47"
"D","2024-07-08","01","46680","LD.GEORGIA 34.5","5.000","33.9","0.0","-0.55","33.35"
"D","2024-07-08","02","2437","LD.BARRE_VT34.5","32.000","28.57","0.0","0.19","28.76"
"D","2024-07-08","02","4444","LD.SO_HERO 13.2","3.000","28.57","0.0","-0.47","28.1"
"D","2024-07-08","02","4445","LD.BERLINVT34.5","11.000","28.57","0.0","0.24","28.81"
"D","2024-07-08","02","4446","LD.STJHNSBY34.5","12.000","28.57","0.0","-0.22","28.35"
"D","2024-07-08","02","4447","LD.IRASBURG46","5.000","28.57","0.0","-0.48","28.09"
"D","2024-07-08","02","4448","LD.HIGHGATE46","20.000","28.57","0.0","-1.51","27.06"
"D","2024-07-08","02","4449","LD.STALBANS34.5","28.000","28.57","0.0","-0.9","27.67"
"D","2024-07-08","02","4450","LD.E_FAIRFX34.5","22.000","28.57","0.0","-0.55","28.02"
"D","2024-07-08","02","4451","LD.ESSEX   34.5","33.000","28.57","0.0","0.14","28.71"
"D","2024-07-08","02","4453","LD.EAST_AVE13.8","16.000","28.57","0.0","0.18","28.75"
"D","2024-07-08","02","4454","LD.QUEENCTY34.5","11.000","28.57","0.0","0.31","28.88"
"D","2024-07-08","02","4455","LD.QUEENCTY13.8","14.000","28.57","0.0","0.31","28.88"
"D","2024-07-08","02","4456","LD.NEW_HAVN46","9.000","28.57","0.0","0.26","28.83"
"D","2024-07-08","02","4457","LD.MIDLEBRY46","18.000","28.57","0.0","0.31","28.88"
"D","2024-07-08","02","4458","LD.BLISVILL46","13.000","28.57","0.0","0.16","28.73"
"D","2024-07-08","02","4459","LD.N_RUTLND46","19.000","28.57","0.0","0.3","28.87"
"D","2024-07-08","02","4460","LD.ASCUTNEY46","12.000","28.57","0.0","0.57","29.14"
"D","2024-07-08","02","4461","LD.FLORNCE 46","14.000","28.57","0.0","0.27","28.84"
"D","2024-07-08","02","4462","LD.WINDSOR 46","14.000","28.57","0.0","0.57","29.14"
"D","2024-07-08","02","4463","LD.HARTFDVT46","19.000","28.57","0.0","0.75","29.32"
"D","2024-07-08","02","4464","LD.CHELSEVT46","13.000","28.57","0.0","0.39","28.96"
"D","2024-07-08","02","4466","LD.MIDDLESX34.5","12.000","28.57","0.0","0.27","28.84"
"D","2024-07-08","02","4467","LD.VERNONRD69","10.000","28.57","0.0","0.12","28.69"
"D","2024-07-08","02","4468","LD.BENINGTN46","27.000","28.57","0.0","-0.12","28.45"
"D","2024-07-08","02","4470","LD.COLD_RV 46","16.000","28.57","0.0","0.32","28.89"
"D","2024-07-08","02","10494","LD.TAFTS_CR34.5","9.000","28.57","0.0","0.2","28.77"
"D","2024-07-08","02","14167","LD.VERGENNE34.5","4.000","28.57","0.0","0.3","28.87"
"D","2024-07-08","02","15410","LD.SHELBURN12.5","7.000","28.57","0.0","0.32","28.89"
"D","2024-07-08","02","15411","LD.CHARLOTT12.5","4.000","28.57","0.0","0.32","28.89"
"D","2024-07-08","02","15412","LD.N_FERRIS12.5","2.000","28.57","0.0","0.31","28.88"
"D","2024-07-08","02","16847","LD.STOWE   34.5","9.000","28.57","0.0","0.26","28.83"
"D","2024-07-08","02","17147","LD.EAST_AVE34.5","16.000","28.57","0.0","0.18","28.75"
"D","2024-07-08","02","36881","LD.NEWFANE 46","10.000","28.57","0.0","0.15","28.72"
"D","2024-07-08","02","36893","LD.LIMEKILN34.5","16.000","28.57","0.0","0.17","28.74"
"D","2024-07-08","02","36981","LD.LYNDONVL34.5","6.000","28.57","0.0","-0.24","28.33"
"D","2024-07-08","02","37894","LD.TAFTS_CR12.5","6.000","28.57","0.0","0.2","28.77"
"D","2024-07-08","02","37895","LD.VERNONRD46","7.000","28.57","0.0","0.12","28.69"
"D","2024-07-08","02","40321","LD.JAY_VT  46","9.000","28.57","0.0","-0.62","27.95"
"D","2024-07-08","02","46680","LD.GEORGIA 34.5","2.000","28.57","0.0","-0.55","28.02"
"D","2024-07-08","03","2437","LD.BARRE_VT34.5","36.000","29.39","0.0","0.4","29.79"
"D","2024-07-08","03","4444","LD.SO_HERO 13.2","4.000","29.39","0.0","-0.45","28.94"
"D","2024-07-08","03","4445","LD.BERLINVT34.5","12.000","29.39","0.0","0.43","29.82"
"D","2024-07-08","03","4446","LD.STJHNSBY34.5","11.000","29.39","0.0","0.06","29.45"
"D","2024-07-08","03","4447","LD.IRASBURG46","5.000","29.39","0.0","-0.3","29.09"
"D","2024-07-08","03","4448","LD.HIGHGATE46","20.000","29.39","0.0","-1.48","27.91"
"D","2024-07-08","03","4449","LD.STALBANS34.5","29.000","29.39","0.0","-0.87","28.52"
"D","2024-07-08","03","4450","LD.E_FAIRFX34.5","22.000","29.39","0.0","-0.51","28.88"
"D","2024-07-08","03","4451","LD.ESSEX   34.5","31.000","29.39","0.0","0.2","29.59"
"D","2024-07-08","03","4453","LD.EAST_AVE13.8","16.000","29.39","0.0","0.23","29.62"
"D","2024-07-08","03","4454","LD.QUEENCTY34.5","11.000","29.39","0.0","0.37","29.76"
"D","2024-07-08","03","4455","LD.QUEENCTY13.8","13.000","29.39","0.0","0.37","29.76"
"D","2024-07-08","03","4456","LD.NEW_HAVN46","9.000","29.39","0.0","0.31","29.7"
"D","2024-07-08","03","4457","LD.MIDLEBRY46","17.000","29.39","0.0","0.36","29.75"
"D","2024-07-08","03","4458","LD.BLISVILL46","11.000","29.39","0.0","0.25","29.64"
"D","2024-07-08","03","4459","LD.N_RUTLND46","18.000","29.39","0.0","0.35","29.74"
"D","2024-07-08","03","4460","LD.ASCUTNEY46","13.000","29.39","0.0","0.6","29.99"
"D","2024-07-08","03","4461","LD.FLORNCE 46","14.000","29.39","0.0","0.32","29.71"
"D","2024-07-08","03","4462","LD.WINDSOR 46","14.000","29.39","0.0","0.6","29.99"
"D","2024-07-08","03","4463","LD.HARTFDVT46","20.000","29.39","0.0","0.76","30.15"
"D","2024-07-08","03","4464","LD.CHELSEVT46","12.000","29.39","0.0","0.53","29.92"
"D","2024-07-08","03","4466","LD.MIDDLESX34.5","12.000","29.39","0.0","0.43","29.82"
"D","2024-07-08","03","4467","LD.VERNONRD69","10.000","29.39","0.0","0.16","29.55"
"D","2024-07-08","03","4468","LD.BENINGTN46","23.000","29.39","0.0","0.03","29.42"
"D","2024-07-08","03","4470","LD.COLD_RV 46","16.000","29.39","0.0","0.37","29.76"
"D","2024-07-08","03","10494","LD.TAFTS_CR34.5","9.000","29.39","0.0","0.26","29.65"
"D","2024-07-08","03","14167","LD.VERGENNE34.5","5.000","29.39","0.0","0.35","29.74"
"D","2024-07-08","03","15410","LD.SHELBURN12.5","7.000","29.39","0.0","0.37","29.76"
"D","2024-07-08","03","15411","LD.CHARLOTT12.5","4.000","29.39","0.0","0.37","29.76"
"D","2024-07-08","03","15412","LD.N_FERRIS12.5","2.000","29.39","0.0","0.37","29.76"
"D","2024-07-08","03","16847","LD.STOWE   34.5","9.000","29.39","0.0","0.4","29.79"
"D","2024-07-08","03","17147","LD.EAST_AVE34.5","15.000","29.39","0.0","0.23","29.62"
"D","2024-07-08","03","36881","LD.NEWFANE 46","11.000","29.39","0.0","0.19","29.58"
"D","2024-07-08","03","36893","LD.LIMEKILN34.5","15.000","29.39","0.0","0.23","29.62"
"D","2024-07-08","03","36981","LD.LYNDONVL34.5","6.000","29.39","0.0","0.02","29.41"
"D","2024-07-08","03","37894","LD.TAFTS_CR12.5","6.000","29.39","0.0","0.26","29.65"
"D","2024-07-08","03","37895","LD.VERNONRD46","7.000","29.39","0.0","0.16","29.55"
"D","2024-07-08","03","40321","LD.JAY_VT  46","9.000","29.39","0.0","-0.47","28.92"
"D","2024-07-08","03","46680","LD.GEORGIA 34.5","4.000","29.39","0.0","-0.51","28.88"
"D","2024-07-08","04","2437","LD.BARRE_VT34.5","36.000","29.54","0.0","0.43","29.97"
"D","2024-07-08","04","4444","LD.SO_HERO 13.2","3.000","29.54","0.0","-0.44","29.1"
"D","2024-07-08","04","4445","LD.BERLINVT34.5","11.000","29.54","0.0","0.47","30.01"
"D","2024-07-08","04","4446","LD.STJHNSBY34.5","11.000","29.54","0.0","0.12","29.66"
"D","2024-07-08","04","4447","LD.IRASBURG46","4.000","29.54","0.0","-0.15","29.39"
"D","2024-07-08","04","4448","LD.HIGHGATE46","19.000","29.54","0.0","-1.09","28.45"
"D","2024-07-08","04","4449","LD.STALBANS34.5","27.000","29.54","0.0","-0.61","28.93"
"D","2024-07-08","04","4450","LD.E_FAIRFX34.5","22.000","29.54","0.0","-0.34","29.2"
"D","2024-07-08","04","4451","LD.ESSEX   34.5","31.000","29.54","0.0","0.27","29.81"
"D","2024-07-08","04","4453","LD.EAST_AVE13.8","16.000","29.54","0.0","0.3","29.84"
"D","2024-07-08","04","4454","LD.QUEENCTY34.5","10.000","29.54","0.0","0.41","29.95"
"D","2024-07-08","04","4455","LD.QUEENCTY13.8","13.000","29.54","0.0","0.41","29.95"
"D","2024-07-08","04","4456","LD.NEW_HAVN46","9.000","29.54","0.0","0.32","29.86"
"D","2024-07-08","04","4457","LD.MIDLEBRY46","17.000","29.54","0.0","0.37","29.91"
"D","2024-07-08","04","4458","LD.BLISVILL46","11.000","29.54","0.0","0.23","29.77"
"D","2024-07-08","04","4459","LD.N_RUTLND46","18.000","29.54","0.0","0.35","29.89"
"D","2024-07-08","04","4460","LD.ASCUTNEY46","13.000","29.54","0.0","0.59","30.13"
"D","2024-07-08","04","4461","LD.FLORNCE 46","14.000","29.54","0.0","0.32","29.86"
"D","2024-07-08","04","4462","LD.WINDSOR 46","14.000","29.54","0.0","0.59","30.13"
"D","2024-07-08","04","4463","LD.HARTFDVT46","19.000","29.54","0.0","0.73","30.27"
"D","2024-07-08","04","4464","LD.CHELSEVT46","12.000","29.54","0.0","0.54","30.08"
"D","2024-07-08","04","4466","LD.MIDDLESX34.5","12.000","29.54","0.0","0.47","30.01"
